run_id,timestamp,config,outage_s,final_pos_error_m,pct_of_distance,cep50_m,cep95_m,along_track_m,cross_track_m,heading_error_deg,outage_id,split,source_side,has_ground_truth,skip_reason
S-A3,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-A3__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A3,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-A3__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A3,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-A3__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-A4__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-A4__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-A4__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-A4__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-A4__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A5,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-A5__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A5,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-A5__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A5,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-A5__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A5,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-A5__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A5,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-A5__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A6,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-A6__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A6,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-A6__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A6,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-A6__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A6,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-A6__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A6,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-A6__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-A7__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-A7__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-A7__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-A7__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-A7__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-A8__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-A8__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-A8__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-A8__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-A8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-A8__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-I,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-I__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-I,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-I__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-I,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-I__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-I,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-I__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-T1__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-T1__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-T1__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-T1__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-T1__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T10,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-T10__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T10,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-T10__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T10,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-T10__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T10,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-T10__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T10,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-T10__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T11,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-T11__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T11,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-T11__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T11,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-T11__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T11,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-T11__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T11,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-T11__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-T2__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-T2__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-T2__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-T2__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T2,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-T2__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T3,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-T3__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T3,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-T3__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T3,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-T3__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T3,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-T3__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T3,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-T3__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-T4__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-T4__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-T4__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-T4__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-T4__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-T7__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-T7__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-T7__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-T7__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T7,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-T7__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-T8__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-T8__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-T8__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-T8__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T8,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-T8__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T9,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,,,,,,,,S-T9__10s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T9,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,,,,,,,,S-T9__30s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T9,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,,,,,,,,S-T9__60s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T9,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,,,,,,,,S-T9__120s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
S-T9,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,,,,,,,,S-T9__180s__0,train,phone,False,unpaired_run: no independent cross-stream ground truth
pair_M,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,32.8278838131513,15.588528242105667,38.341659954701946,39.5511930295706,-32.8137281737243,-0.9629008187557346,3.800018310546875,pair_M__10s__0,train,phone,True,
pair_M,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,64.0447113751218,17.84747736282795,40.38619142395804,60.419408216643646,-31.07470656891349,56.00062615340045,9.949003458023071,pair_M__30s__0,train,phone,True,
pair_M,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,366.73555090679434,74.0022984783221,213.7484674818574,326.46527592585085,-200.71216580327743,306.94148757931475,106.07199096679688,pair_M__60s__0,train,phone,True,
pair_M,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,1475.9880875084718,103.01462680556006,222.84346164200048,1338.1714894760871,-1183.359624305625,-882.1550823474956,116.71000671386719,pair_M__120s__0,train,phone,True,
pair_M,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,1607.9219661544562,92.8445433501424,907.011029967156,1607.9529089504272,1452.3260049223293,689.8267536027049,24.178985595703125,pair_M__180s__0,train,phone,True,
pair_S1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,6.436525837718606,12.216220595277886,7.451311096480692,11.073935594919861,-6.421684329162883,-0.4368687215691893,13.134994506835938,pair_S1__10s__0,train,phone,True,
pair_S1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,49.28485251748343,12.712163571681776,19.39675715956556,47.410850531377434,-45.08481913738664,19.908799966942464,3.470001220703125,pair_S1__30s__0,train,phone,True,
pair_S1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,228.4521466202641,63.68542175419506,98.93520485838562,196.51290930863075,-171.8682478200625,150.50674830543022,104.55998229980469,pair_S1__60s__0,train,phone,True,
pair_S1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,238.6947019140337,18.296430644572208,42.96925472940117,185.89619600408474,-50.2660649102344,-233.34188078274894,91.63104057312012,pair_S1__120s__0,train,phone,True,
pair_S1,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,1639.0035737696824,139.7066014234396,557.0498887517175,1555.966261521349,-1635.3997730149235,108.38138521505465,169.3990020751953,pair_S1__180s__0,train,phone,True,
pair_S3a,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,17.087585312500217,10.096929741243855,4.123552271986357,14.721603148390884,4.944367540888434,-16.35662037661977,14.71099853515625,pair_S3a__10s__0,train,phone,True,
pair_S3a,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,5.1491076577257395,36.89312714873793,7.804768302001284,8.258344615962262,-5.141723683468334,0.27567314812982957,6.8589935302734375,pair_S3a__30s__0,train,phone,True,
pair_S3a,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,233.07909276487484,36.09960833610656,98.67302142806506,211.08501401114256,44.512833341436966,228.78912994672578,33.48699188232422,pair_S3a__60s__0,train,phone,True,
pair_S3a,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,591.0429706670794,69.40102196463495,437.7270121191318,582.7694777193393,554.2920817143978,205.13550483941594,5.317451477050781,pair_S3a__120s__0,train,phone,True,
pair_S3a,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,1657.7557183432132,116.66954412745231,1066.1971110042143,1581.6280030766648,281.58070781434765,1633.5703207176912,66.26400375366211,pair_S3a__180s__0,train,phone,True,
pair_S3b,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,28.521015609520692,97.7295275816562,13.30903733499839,26.155441158852476,-11.307252192807697,26.18389151173028,89.364013671875,pair_S3b__10s__0,train,phone,True,
pair_S3b,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,59.705060038959665,96.22965005057665,18.88570967619877,51.206426249925926,-59.056321152685726,-8.77714903355553,91.7450008392334,pair_S3b__30s__0,train,phone,True,
pair_S3b,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,364.8289311943204,117.84238720855144,175.2470350590021,360.75472045125696,338.3852892629793,-136.36369853274846,9.742385864257812,pair_S3b__60s__0,train,phone,True,
pair_S3b,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,413.64719926997566,58.20574403385963,230.05711358475494,426.79610979265493,404.4365670280121,86.82613617019085,5.400003433227539,pair_S3b__120s__0,train,phone,True,
pair_S3b,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,702.932797679813,64.4091985120565,217.5648508161488,632.50213085559,-541.5081005511316,448.1983439147264,59.09600067138672,pair_S3b__180s__0,train,phone,True,
pair_S3c,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,7.987350078430234,6.602691869622385,5.663986962320147,7.062220145485515,7.7899415504501865,-1.7648144712032021,3.98199462890625,pair_S3c__10s__0,train,phone,True,
pair_S3c,2026-09-07T17:56:09Z,baseline_cv_heading_v1,30,39.20108101832185,4.341020105994133,40.645276248385144,50.75506660036235,17.353263299065922,-35.15087969726315,4.600006103515625,pair_S3c__30s__0,train,phone,True,
pair_S3c,2026-09-07T17:56:09Z,baseline_cv_heading_v1,60,371.36560361590256,160.30533186015845,218.21744073528862,369.24108495309673,269.2896971740535,-255.72350125364034,18.93499755859375,pair_S3c__60s__0,train,phone,True,
pair_S3c,2026-09-07T17:56:09Z,baseline_cv_heading_v1,120,2767.6064549235416,127.96680250148253,1004.1894675305732,2634.828242146284,-503.80473043184344,-2721.282913111923,120.48199558258057,pair_S3c__120s__0,train,phone,True,
pair_S3c,2026-09-07T17:56:09Z,baseline_cv_heading_v1,180,1263.2452991417092,31.5220098765216,444.01545932168835,1114.6977215894149,-1263.1300210776087,12.200964944545717,2.790985107421875,pair_S3c__180s__0,train,phone,True,
pair_S4,2026-09-07T17:56:09Z,baseline_cv_heading_v1,10,60.56338648394706,165.02964569324283,20.771165505433686,56.835688516374255,58.14468191487968,16.94410469971588,15.136993408203125,pair_S4__10s__0,train,phone,True,
